@relation monitor-ddos-port-attack-stats

@attribute datapath string
@attribute port string
@attribute rx-pkts numeric
@attribute rx-bytes numeric
@attribute rx-error numeric
@attribute tx-pkts numeric
@attribute tx-bytes numeric
@attribute tx-error numeric

@data
10,2,8,588,0,138,8380,0
10,fffffffe,0,0,0,0,0,0
12,1,141,8580,0,7,528,0
12,fffffffe,0,0,0,0,0,0
14,1,141,8580,0,7,528,0
14,fffffffe,0,0,0,0,0,0
5,1,138,8370,0,8,588,0
5,2,8,588,0,138,8370,0
5,fffffffe,0,0,0,0,0,0
18,1,9,648,0,139,8430,0
18,2,138,8370,0,10,708,0
18,fffffffe,0,0,0,0,0,0
1,1,15,990,0,144,8748,0
1,2,12,828,0,141,8550,0
1,fffffffe,0,0,0,0,0,0
2,1,144,8748,0,15,990,0
2,2,14,930,0,143,8688,0
2,fffffffe,0,0,0,0,0,0
000000000000000d,1,141,8550,0,14,958,0
000000000000000d,2,10,708,0,139,8430,0
000000000000000d,3,8,588,0,142,8620,0
000000000000000d,fffffffe,0,0,0,0,0,0
4,1,141,8550,0,11,768,0
4,2,11,768,0,139,8430,0
4,3,8,588,0,138,8370,0
4,fffffffe,0,0,0,0,0,0
6,1,10453415,773550665,0,201,19123,0
6,2,10,738,0,139,8430,0
6,3,13,888,0,144,8730,0
6,4,199,19003,0,10453415,773550665,0
6,fffffffe,0,0,0,0,0,0
8,1,149,9030,0,13,888,0
8,2,143,8670,0,8,588,0
8,3,9,648,0,145,8790,0
8,fffffffe,0,0,0,0,0,0
000000000000000c,1,144,8730,0,11,768,0
000000000000000c,2,14,958,0,146,8850,0
000000000000000c,fffffffe,0,0,0,0,0,0
12,1,146,8880,0,7,528,0
12,fffffffe,0,0,0,0,0,0
9,1,145,8790,0,9,648,0
9,2,8,588,0,144,8730,0
9,fffffffe,0,0,0,0,0,0
000000000000000d,1,146,8850,0,14,958,0
000000000000000d,2,10,708,0,144,8730,0
000000000000000d,3,8,588,0,147,8920,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000b,1,146,8850,0,12,828,0
000000000000000b,2,11,768,0,142,8610,0
000000000000000b,3,11,768,0,144,8730,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000e,1,147,8920,0,8,588,0
000000000000000e,2,7,528,0,145,8790,0
000000000000000e,fffffffe,0,0,0,0,0,0
11,1,143,8680,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000001c,1,142,8610,0,11,768,0
000000000000001c,2,8,588,0,143,8670,0
000000000000001c,fffffffe,0,0,0,0,0,0
17,1,144,8730,0,9,648,0
17,2,12,828,0,144,8730,0
17,fffffffe,0,0,0,0,0,0
2,1,149,9048,0,15,990,0
2,2,14,930,0,148,8988,0
2,fffffffe,0,0,0,0,0,0
14,1,146,8880,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001d,1,143,8670,0,8,588,0
000000000000001d,2,144,8730,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000001a,1,11101784,821529971,0,210,20113,0
000000000000001a,2,208,19963,0,11101784,821529971,0
000000000000001a,fffffffe,0,0,0,0,0,0
6,1,11101789,821530271,0,211,20143,0
6,2,10,738,0,144,8730,0
6,3,13,888,0,149,9030,0
6,4,209,20023,0,11101789,821530271,0
6,fffffffe,0,0,0,0,0,0
10,1,144,8730,0,10,708,0
10,2,8,588,0,143,8680,0
10,fffffffe,0,0,0,0,0,0
13,1,146,8880,0,7,528,0
13,fffffffe,0,0,0,0,0,0
1,1,15,990,0,149,9048,0
1,2,12,828,0,146,8850,0
1,fffffffe,0,0,0,0,0,0
7,1,144,8730,0,11,768,0
7,2,144,8730,0,10,738,0
7,3,7,528,0,146,8880,0
7,4,7,528,0,146,8880,0
7,5,7,528,0,146,8880,0
7,fffffffe,0,0,0,0,0,0
5,1,143,8670,0,8,588,0
5,2,8,588,0,143,8670,0
5,fffffffe,0,0,0,0,0,0
000000000000000f,1,145,8790,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
3,1,148,8988,0,14,930,0
3,2,211,20143,0,11101789,821530271,0
3,3,11,768,0,146,8850,0
3,4,142,8610,0,11,768,0
3,5,11101647,821521751,0,342,28003,0
3,6,6,468,0,143,8670,0
3,fffffffe,0,0,0,0,0,0
15,1,144,8730,0,8,588,0
15,2,8,588,0,142,8610,0
15,fffffffe,0,0,0,0,0,0
19,1,10,708,0,143,8670,0
19,2,145,8790,0,11,768,0
19,fffffffe,0,0,0,0,0,0
16,1,142,8610,0,8,588,0
16,fffffffe,0,0,0,0,0,0
18,1,9,648,0,144,8730,0
18,2,143,8670,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000000a,1,11101789,821530271,0,209,20023,0
000000000000000a,2,210,20113,0,11101784,821529971,0
000000000000000a,3,11,768,0,145,8790,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001b,1,11101784,821529971,0,208,19963,0
000000000000001b,2,11,768,0,142,8610,0
000000000000001b,3,204,19723,0,11101782,821529851,0
000000000000001b,fffffffe,0,0,0,0,0,0
4,1,146,8850,0,11,768,0
4,2,11,768,0,144,8730,0
4,3,8,588,0,143,8670,0
4,fffffffe,0,0,0,0,0,0
9,1,150,9090,0,9,648,0
9,2,8,588,0,149,9030,0
9,fffffffe,0,0,0,0,0,0
7,1,149,9030,0,11,768,0
7,2,149,9030,0,10,738,0
7,3,7,528,0,151,9180,0
7,4,7,528,0,151,9180,0
7,5,7,528,0,151,9180,0
7,fffffffe,0,0,0,0,0,0
10,1,149,9030,0,10,708,0
10,2,8,588,0,148,8980,0
10,fffffffe,0,0,0,0,0,0
5,1,148,8970,0,8,588,0
5,2,8,588,0,148,8970,0
5,fffffffe,0,0,0,0,0,0
000000000000000b,1,151,9150,0,12,828,0
000000000000000b,2,11,768,0,147,8910,0
000000000000000b,3,11,768,0,149,9030,0
000000000000000b,fffffffe,0,0,0,0,0,0
6,1,11746235,869219173,0,222,21205,0
6,2,10,738,0,149,9030,0
6,3,13,888,0,154,9330,0
6,4,220,21085,0,11746235,869219173,0
6,fffffffe,0,0,0,0,0,0
000000000000001d,1,148,8970,0,8,588,0
000000000000001d,2,149,9030,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,154,9348,0,15,990,0
2,2,14,930,0,153,9288,0
2,fffffffe,0,0,0,0,0,0
000000000000000f,1,150,9090,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
12,1,151,9180,0,7,528,0
12,fffffffe,0,0,0,0,0,0
16,1,147,8910,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000001b,1,11746691,869252987,0,219,21025,0
000000000000001b,2,11,768,0,147,8910,0
000000000000001b,3,215,20785,0,11746689,869252867,0
000000000000001b,fffffffe,0,0,0,0,0,0
17,1,149,9030,0,9,648,0
17,2,12,828,0,149,9030,0
17,fffffffe,0,0,0,0,0,0
8,1,154,9330,0,13,888,0
8,2,148,8970,0,8,588,0
8,3,9,648,0,150,9090,0
8,fffffffe,0,0,0,0,0,0
000000000000001c,1,147,8910,0,11,768,0
000000000000001c,2,8,588,0,148,8970,0
000000000000001c,fffffffe,0,0,0,0,0,0
13,1,151,9180,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000000c,1,149,9030,0,11,768,0
000000000000000c,2,14,958,0,151,9150,0
000000000000000c,fffffffe,0,0,0,0,0,0
15,1,149,9030,0,8,588,0
15,2,8,588,0,147,8910,0
15,fffffffe,0,0,0,0,0,0
1,1,15,990,0,154,9348,0
1,2,12,828,0,151,9150,0
1,fffffffe,0,0,0,0,0,0
000000000000001a,1,11746230,869218873,0,221,21175,0
000000000000001a,2,219,21025,0,11746230,869218873,0
000000000000001a,fffffffe,0,0,0,0,0,0
4,1,151,9150,0,11,768,0
4,2,11,768,0,149,9030,0
4,3,8,588,0,148,8970,0
4,fffffffe,0,0,0,0,0,0
11,1,148,8980,0,8,588,0
11,fffffffe,0,0,0,0,0,0
14,1,151,9180,0,7,528,0
14,fffffffe,0,0,0,0,0,0
3,1,153,9288,0,14,930,0
3,2,222,21205,0,11746235,869219173,0
3,3,11,768,0,151,9150,0
3,4,147,8910,0,11,768,0
3,5,11746088,869210353,0,358,29365,0
3,6,6,468,0,148,8970,0
3,fffffffe,0,0,0,0,0,0
000000000000000e,1,152,9220,0,8,588,0
000000000000000e,2,7,528,0,150,9090,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000000d,1,151,9150,0,14,958,0
000000000000000d,2,10,708,0,149,9030,0
000000000000000d,3,8,588,0,152,9220,0
000000000000000d,fffffffe,0,0,0,0,0,0
19,1,10,708,0,148,8970,0
19,2,150,9090,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000000a,1,11746235,869219173,0,220,21085,0
000000000000000a,2,221,21175,0,11746230,869218873,0
000000000000000a,3,11,768,0,150,9090,0
000000000000000a,fffffffe,0,0,0,0,0,0
18,1,9,648,0,149,9030,0
18,2,148,8970,0,10,708,0
18,fffffffe,0,0,0,0,0,0
2,1,159,9648,0,15,990,0
2,2,14,930,0,158,9588,0
2,fffffffe,0,0,0,0,0,0
17,1,154,9330,0,9,648,0
17,2,12,828,0,154,9330,0
17,fffffffe,0,0,0,0,0,0
12,1,156,9480,0,7,528,0
12,fffffffe,0,0,0,0,0,0
10,1,154,9330,0,10,708,0
10,2,8,588,0,153,9280,0
10,fffffffe,0,0,0,0,0,0
1,1,15,990,0,159,9648,0
1,2,12,828,0,156,9450,0
1,fffffffe,0,0,0,0,0,0
19,1,10,708,0,153,9270,0
19,2,155,9390,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000000f,1,155,9390,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
8,1,159,9630,0,13,888,0
8,2,153,9270,0,8,588,0
8,3,9,648,0,155,9390,0
8,fffffffe,0,0,0,0,0,0
000000000000000a,1,12398676,917499705,0,231,22147,0
000000000000000a,2,232,22237,0,12398671,917499405,0
000000000000000a,3,11,768,0,155,9390,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001d,1,153,9270,0,8,588,0
000000000000001d,2,154,9330,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000c,1,154,9330,0,11,768,0
000000000000000c,2,14,958,0,156,9450,0
000000000000000c,fffffffe,0,0,0,0,0,0
15,1,154,9330,0,8,588,0
15,2,8,588,0,152,9210,0
15,fffffffe,0,0,0,0,0,0
18,1,9,648,0,154,9330,0
18,2,153,9270,0,10,708,0
18,fffffffe,0,0,0,0,0,0
4,1,156,9450,0,11,768,0
4,2,11,768,0,154,9330,0
4,3,8,588,0,153,9270,0
4,fffffffe,0,0,0,0,0,0
000000000000000e,1,157,9520,0,8,588,0
000000000000000e,2,7,528,0,155,9390,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001c,1,152,9210,0,11,768,0
000000000000001c,2,8,588,0,153,9270,0
000000000000001c,fffffffe,0,0,0,0,0,0
13,1,156,9480,0,7,528,0
13,fffffffe,0,0,0,0,0,0
5,1,153,9270,0,8,588,0
5,2,8,588,0,153,9270,0
5,fffffffe,0,0,0,0,0,0
14,1,156,9480,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000000b,1,156,9450,0,12,828,0
000000000000000b,2,11,768,0,152,9210,0
000000000000000b,3,11,768,0,154,9330,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000001a,1,12398671,917499405,0,232,22237,0
000000000000001a,2,230,22087,0,12398671,917499405,0
000000000000001a,fffffffe,0,0,0,0,0,0
9,1,155,9390,0,9,648,0
9,2,8,588,0,154,9330,0
9,fffffffe,0,0,0,0,0,0
11,1,153,9280,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000d,1,156,9450,0,14,958,0
000000000000000d,2,10,708,0,154,9330,0
000000000000000d,3,8,588,0,157,9520,0
000000000000000d,fffffffe,0,0,0,0,0,0
3,1,158,9588,0,14,930,0
3,2,233,22267,0,12398676,917499705,0
3,3,11,768,0,156,9450,0
3,4,152,9210,0,11,768,0
3,5,12398524,917490585,0,374,30727,0
3,6,6,468,0,153,9270,0
3,fffffffe,0,0,0,0,0,0
7,1,154,9330,0,11,768,0
7,2,154,9330,0,10,738,0
7,3,7,528,0,156,9480,0
7,4,7,528,0,156,9480,0
7,5,7,528,0,156,9480,0
7,fffffffe,0,0,0,0,0,0
6,1,12398676,917499705,0,233,22267,0
6,2,10,738,0,154,9330,0
6,3,13,888,0,159,9630,0
6,4,231,22147,0,12398676,917499705,0
6,fffffffe,0,0,0,0,0,0
000000000000001b,1,12398671,917499405,0,230,22087,0
000000000000001b,2,11,768,0,152,9210,0
000000000000001b,3,226,21847,0,12398669,917499285,0
000000000000001b,fffffffe,0,0,0,0,0,0
16,1,152,9210,0,8,588,0
16,fffffffe,0,0,0,0,0,0
1,1,15,990,0,164,9948,0
1,2,12,828,0,161,9750,0
1,fffffffe,0,0,0,0,0,0
000000000000000b,1,161,9750,0,12,828,0
000000000000000b,2,11,768,0,157,9510,0
000000000000000b,3,11,768,0,159,9630,0
000000000000000b,fffffffe,0,0,0,0,0,0
16,1,157,9510,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000e,1,162,9820,0,8,588,0
000000000000000e,2,7,528,0,160,9690,0
000000000000000e,fffffffe,0,0,0,0,0,0
5,1,158,9570,0,8,588,0
5,2,8,588,0,158,9570,0
5,fffffffe,0,0,0,0,0,0
17,1,159,9630,0,9,648,0
17,2,12,828,0,159,9630,0
17,fffffffe,0,0,0,0,0,0
000000000000001a,1,13030285,964238771,0,242,23257,0
000000000000001a,2,240,23107,0,13030285,964238771,0
000000000000001a,fffffffe,0,0,0,0,0,0
15,1,159,9630,0,8,588,0
15,2,8,588,0,157,9510,0
15,fffffffe,0,0,0,0,0,0
8,1,164,9930,0,13,888,0
8,2,158,9570,0,8,588,0
8,3,9,648,0,160,9690,0
8,fffffffe,0,0,0,0,0,0
9,1,160,9690,0,9,648,0
9,2,8,588,0,159,9630,0
9,fffffffe,0,0,0,0,0,0
7,1,159,9630,0,11,768,0
7,2,159,9630,0,10,738,0
7,3,7,528,0,161,9780,0
7,4,7,528,0,161,9780,0
7,5,7,528,0,161,9780,0
7,fffffffe,0,0,0,0,0,0
13,1,161,9780,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000000c,1,159,9630,0,11,768,0
000000000000000c,2,14,958,0,161,9750,0
000000000000000c,fffffffe,0,0,0,0,0,0
12,1,161,9780,0,7,528,0
12,fffffffe,0,0,0,0,0,0
3,1,163,9888,0,14,930,0
3,2,243,23287,0,13030290,964239071,0
3,3,11,768,0,161,9750,0
3,4,157,9510,0,11,768,0
3,5,13030133,964229651,0,389,32047,0
3,6,6,468,0,158,9570,0
3,fffffffe,0,0,0,0,0,0
6,1,13030290,964239071,0,243,23287,0
6,2,10,738,0,159,9630,0
6,3,13,888,0,164,9930,0
6,4,241,23167,0,13030290,964239071,0
6,fffffffe,0,0,0,0,0,0
000000000000000d,1,161,9750,0,14,958,0
000000000000000d,2,10,708,0,159,9630,0
000000000000000d,3,8,588,0,162,9820,0
000000000000000d,fffffffe,0,0,0,0,0,0
10,1,159,9630,0,10,708,0
10,2,8,588,0,158,9580,0
10,fffffffe,0,0,0,0,0,0
000000000000000f,1,160,9690,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
18,1,9,648,0,159,9630,0
18,2,158,9570,0,10,708,0
18,fffffffe,0,0,0,0,0,0
2,1,164,9948,0,15,990,0
2,2,14,930,0,163,9888,0
2,fffffffe,0,0,0,0,0,0
000000000000001c,1,157,9510,0,11,768,0
000000000000001c,2,8,588,0,158,9570,0
000000000000001c,fffffffe,0,0,0,0,0,0
14,1,161,9780,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001b,1,13030285,964238771,0,240,23107,0
000000000000001b,2,11,768,0,157,9510,0
000000000000001b,3,236,22867,0,13030283,964238651,0
000000000000001b,fffffffe,0,0,0,0,0,0
4,1,161,9750,0,11,768,0
4,2,11,768,0,159,9630,0
4,3,8,588,0,158,9570,0
4,fffffffe,0,0,0,0,0,0
000000000000001d,1,158,9570,0,8,588,0
000000000000001d,2,159,9630,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
19,1,10,708,0,158,9570,0
19,2,160,9690,0,11,768,0
19,fffffffe,0,0,0,0,0,0
11,1,158,9580,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000a,1,13030290,964239071,0,241,23167,0
000000000000000a,2,242,23257,0,13030285,964238771,0
000000000000000a,3,11,768,0,160,9690,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000000e,1,167,10120,0,8,588,0
000000000000000e,2,7,528,0,165,9990,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001d,1,163,9870,0,8,588,0
000000000000001d,2,164,9930,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,169,10248,0,15,990,0
2,2,14,930,0,168,10188,0
2,fffffffe,0,0,0,0,0,0
000000000000000f,1,165,9990,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000001a,1,13665793,1011266229,0,254,24361,0
000000000000001a,2,252,24211,0,13665793,1011266229,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000c,1,164,9930,0,11,768,0
000000000000000c,2,14,958,0,166,10050,0
000000000000000c,fffffffe,0,0,0,0,0,0
9,1,165,9990,0,9,648,0
9,2,8,588,0,164,9930,0
9,fffffffe,0,0,0,0,0,0
12,1,166,10080,0,7,528,0
12,fffffffe,0,0,0,0,0,0
15,1,164,9930,0,8,588,0
15,2,8,588,0,162,9810,0
15,fffffffe,0,0,0,0,0,0
19,1,10,708,0,163,9870,0
19,2,165,9990,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000001c,1,162,9810,0,11,768,0
000000000000001c,2,8,588,0,163,9870,0
000000000000001c,fffffffe,0,0,0,0,0,0
18,1,9,648,0,164,9930,0
18,2,163,9870,0,10,708,0
18,fffffffe,0,0,0,0,0,0
1,1,15,990,0,169,10248,0
1,2,12,828,0,166,10050,0
1,fffffffe,0,0,0,0,0,0
8,1,169,10230,0,13,888,0
8,2,163,9870,0,8,588,0
8,3,9,648,0,165,9990,0
8,fffffffe,0,0,0,0,0,0
14,1,166,10080,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001b,1,13665793,1011266229,0,252,24211,0
000000000000001b,2,11,768,0,162,9810,0
000000000000001b,3,248,23971,0,13665791,1011266109,0
000000000000001b,fffffffe,0,0,0,0,0,0
3,1,168,10188,0,14,930,0
3,2,255,24391,0,13665798,1011266529,0
3,3,11,768,0,166,10050,0
3,4,162,9810,0,11,768,0
3,5,13665636,1011256809,0,406,33451,0
3,6,6,468,0,163,9870,0
3,fffffffe,0,0,0,0,0,0
10,1,164,9930,0,10,708,0
10,2,8,588,0,163,9880,0
10,fffffffe,0,0,0,0,0,0
13,1,166,10080,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000000d,1,166,10050,0,14,958,0
000000000000000d,2,10,708,0,164,9930,0
000000000000000d,3,8,588,0,167,10120,0
000000000000000d,fffffffe,0,0,0,0,0,0
6,1,13665798,1011266529,0,255,24391,0
6,2,10,738,0,164,9930,0
6,3,13,888,0,169,10230,0
6,4,253,24271,0,13665798,1011266529,0
6,fffffffe,0,0,0,0,0,0
000000000000000a,1,13665798,1011266529,0,253,24271,0
000000000000000a,2,254,24361,0,13665793,1011266229,0
000000000000000a,3,11,768,0,165,9990,0
000000000000000a,fffffffe,0,0,0,0,0,0
11,1,163,9880,0,8,588,0
11,fffffffe,0,0,0,0,0,0
17,1,164,9930,0,9,648,0
17,2,12,828,0,164,9930,0
17,fffffffe,0,0,0,0,0,0
16,1,162,9810,0,8,588,0
16,fffffffe,0,0,0,0,0,0
4,1,166,10050,0,11,768,0
4,2,11,768,0,164,9930,0
4,3,8,588,0,163,9870,0
4,fffffffe,0,0,0,0,0,0
7,1,164,9930,0,11,768,0
7,2,164,9930,0,10,738,0
7,3,7,528,0,166,10080,0
7,4,7,528,0,166,10080,0
7,5,7,528,0,166,10080,0
7,fffffffe,0,0,0,0,0,0
000000000000000b,1,166,10050,0,12,828,0
000000000000000b,2,11,768,0,162,9810,0
000000000000000b,3,11,768,0,164,9930,0
000000000000000b,fffffffe,0,0,0,0,0,0
5,1,163,9870,0,8,588,0
5,2,8,588,0,163,9870,0
5,fffffffe,0,0,0,0,0,0
11,1,168,10180,0,8,588,0
11,fffffffe,0,0,0,0,0,0
8,1,174,10530,0,13,888,0
8,2,168,10170,0,8,588,0
8,3,9,648,0,170,10290,0
8,fffffffe,0,0,0,0,0,0
15,1,169,10230,0,8,588,0
15,2,8,588,0,167,10110,0
15,fffffffe,0,0,0,0,0,0
000000000000000b,1,171,10350,0,12,828,0
000000000000000b,2,11,768,0,167,10110,0
000000000000000b,3,11,768,0,169,10230,0
000000000000000b,fffffffe,0,0,0,0,0,0
6,1,14307881,1058780601,0,265,25411,0
6,2,10,738,0,169,10230,0
6,3,13,888,0,174,10530,0
6,4,263,25291,0,14307881,1058780601,0
6,fffffffe,0,0,0,0,0,0
1,1,15,990,0,174,10548,0
1,2,12,828,0,171,10350,0
1,fffffffe,0,0,0,0,0,0
5,1,168,10170,0,8,588,0
5,2,8,588,0,168,10170,0
5,fffffffe,0,0,0,0,0,0
000000000000000e,1,172,10420,0,8,588,0
000000000000000e,2,7,528,0,170,10290,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000000a,1,14307881,1058780601,0,263,25291,0
000000000000000a,2,264,25381,0,14307876,1058780301,0
000000000000000a,3,11,768,0,170,10290,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000000c,1,169,10230,0,11,768,0
000000000000000c,2,14,958,0,171,10350,0
000000000000000c,fffffffe,0,0,0,0,0,0
12,1,171,10380,0,7,528,0
12,fffffffe,0,0,0,0,0,0
10,1,169,10230,0,10,708,0
10,2,8,588,0,168,10180,0
10,fffffffe,0,0,0,0,0,0
14,1,171,10380,0,7,528,0
14,fffffffe,0,0,0,0,0,0
13,1,171,10380,0,7,528,0
13,fffffffe,0,0,0,0,0,0
2,1,174,10548,0,15,990,0
2,2,14,930,0,173,10488,0
2,fffffffe,0,0,0,0,0,0
000000000000001c,1,167,10110,0,11,768,0
000000000000001c,2,8,588,0,168,10170,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000001d,1,168,10170,0,8,588,0
000000000000001d,2,169,10230,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
16,1,167,10110,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000f,1,170,10290,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
4,1,171,10350,0,11,768,0
4,2,11,768,0,169,10230,0
4,3,8,588,0,168,10170,0
4,fffffffe,0,0,0,0,0,0
000000000000000d,1,171,10350,0,14,958,0
000000000000000d,2,10,708,0,169,10230,0
000000000000000d,3,8,588,0,172,10420,0
000000000000000d,fffffffe,0,0,0,0,0,0
7,1,169,10230,0,11,768,0
7,2,169,10230,0,10,738,0
7,3,7,528,0,171,10380,0
7,4,7,528,0,171,10380,0
7,5,7,528,0,171,10380,0
7,fffffffe,0,0,0,0,0,0
000000000000001a,1,14307876,1058780301,0,264,25381,0
000000000000001a,2,262,25231,0,14307876,1058780301,0
000000000000001a,fffffffe,0,0,0,0,0,0
18,1,9,648,0,169,10230,0
18,2,168,10170,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000001b,1,14307876,1058780301,0,262,25231,0
000000000000001b,2,11,768,0,167,10110,0
000000000000001b,3,258,24991,0,14307874,1058780181,0
000000000000001b,fffffffe,0,0,0,0,0,0
19,1,10,708,0,168,10170,0
19,2,170,10290,0,11,768,0
19,fffffffe,0,0,0,0,0,0
9,1,170,10290,0,9,648,0
9,2,8,588,0,169,10230,0
9,fffffffe,0,0,0,0,0,0
17,1,169,10230,0,9,648,0
17,2,12,828,0,169,10230,0
17,fffffffe,0,0,0,0,0,0
3,1,173,10488,0,14,930,0
3,2,265,25411,0,14307881,1058780601,0
3,3,11,768,0,171,10350,0
3,4,167,10110,0,11,768,0
3,5,14307714,1058770581,0,421,34771,0
3,6,6,468,0,168,10170,0
3,fffffffe,0,0,0,0,0,0
18,1,9,648,0,174,10530,0
18,2,173,10470,0,10,708,0
18,fffffffe,0,0,0,0,0,0
13,1,176,10680,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000001d,1,173,10470,0,8,588,0
000000000000001d,2,174,10530,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000001b,1,14947999,1106149301,0,273,26293,0
000000000000001b,2,11,768,0,172,10410,0
000000000000001b,3,269,26053,0,14947997,1106149181,0
000000000000001b,fffffffe,0,0,0,0,0,0
16,1,172,10410,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000b,1,176,10650,0,12,828,0
000000000000000b,2,11,768,0,172,10410,0
000000000000000b,3,11,768,0,174,10530,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000c,1,174,10530,0,11,768,0
000000000000000c,2,14,958,0,176,10650,0
000000000000000c,fffffffe,0,0,0,0,0,0
15,1,174,10530,0,8,588,0
15,2,8,588,0,172,10410,0
15,fffffffe,0,0,0,0,0,0
9,1,175,10590,0,9,648,0
9,2,8,588,0,174,10530,0
9,fffffffe,0,0,0,0,0,0
000000000000000a,1,14948004,1106149601,0,274,26353,0
000000000000000a,2,275,26443,0,14947999,1106149301,0
000000000000000a,3,11,768,0,175,10590,0
000000000000000a,fffffffe,0,0,0,0,0,0
19,1,10,708,0,173,10470,0
19,2,175,10590,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000000f,1,175,10590,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
8,1,179,10830,0,13,888,0
8,2,173,10470,0,8,588,0
8,3,9,648,0,175,10590,0
8,fffffffe,0,0,0,0,0,0
11,1,173,10480,0,8,588,0
11,fffffffe,0,0,0,0,0,0
7,1,174,10530,0,11,768,0
7,2,174,10530,0,10,738,0
7,3,7,528,0,176,10680,0
7,4,7,528,0,176,10680,0
7,5,7,528,0,176,10680,0
7,fffffffe,0,0,0,0,0,0
000000000000001a,1,14947999,1106149301,0,275,26443,0
000000000000001a,2,273,26293,0,14947999,1106149301,0
000000000000001a,fffffffe,0,0,0,0,0,0
12,1,176,10680,0,7,528,0
12,fffffffe,0,0,0,0,0,0
3,1,178,10788,0,14,930,0
3,2,276,26473,0,14948004,1106149601,0
3,3,11,768,0,176,10650,0
3,4,172,10410,0,11,768,0
3,5,14947832,1106139281,0,437,36133,0
3,6,6,468,0,173,10470,0
3,fffffffe,0,0,0,0,0,0
000000000000000e,1,177,10720,0,8,588,0
000000000000000e,2,7,528,0,175,10590,0
000000000000000e,fffffffe,0,0,0,0,0,0
2,1,179,10848,0,15,990,0
2,2,14,930,0,178,10788,0
2,fffffffe,0,0,0,0,0,0
000000000000000d,1,176,10650,0,14,958,0
000000000000000d,2,10,708,0,174,10530,0
000000000000000d,3,8,588,0,177,10720,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000001c,1,172,10410,0,11,768,0
000000000000001c,2,8,588,0,173,10470,0
000000000000001c,fffffffe,0,0,0,0,0,0
6,1,14948004,1106149601,0,276,26473,0
6,2,10,738,0,174,10530,0
6,3,13,888,0,179,10830,0
6,4,274,26353,0,14948004,1106149601,0
6,fffffffe,0,0,0,0,0,0
5,1,173,10470,0,8,588,0
5,2,8,588,0,173,10470,0
5,fffffffe,0,0,0,0,0,0
10,1,174,10530,0,10,708,0
10,2,8,588,0,173,10480,0
10,fffffffe,0,0,0,0,0,0
