@relation monitor-ddos-port-attack-stats

@attribute datapath string
@attribute port string
@attribute rx-pkts numeric
@attribute rx-bytes numeric
@attribute rx-error numeric
@attribute tx-pkts numeric
@attribute tx-bytes numeric
@attribute tx-error numeric

@data
000000000000001a,fffffffe,0,0,0,0,0,0
2,1,454,27348,0,15,990,0
2,2,14,930,0,453,27288,0
2,fffffffe,0,0,0,0,0,0
17,1,449,27030,0,9,648,0
17,2,12,828,0,449,27030,0
17,fffffffe,0,0,0,0,0,0
000000000000001b,1,50027184,3702003893,0,863,84133,0
000000000000001b,2,11,768,0,447,26910,0
000000000000001b,3,859,83893,0,50027182,3702003773,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000b,1,456,27450,0,12,828,0
000000000000000b,2,11,768,0,452,27210,0
000000000000000b,3,11,768,0,454,27330,0
000000000000000b,fffffffe,0,0,0,0,0,0
5,1,453,27270,0,8,588,0
5,2,8,588,0,453,27270,0
5,fffffffe,0,0,0,0,0,0
000000000000001d,1,453,27270,0,8,588,0
000000000000001d,2,454,27330,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000a,1,50673738,3749848717,0,875,85255,0
000000000000000a,2,876,85345,0,50673733,3749848417,0
000000000000000a,3,11,768,0,455,27390,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001a,1,50673763,3749850637,0,876,85345,0
000000000000001a,2,874,85195,0,50673763,3749850637,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000001c,1,452,27210,0,11,768,0
000000000000001c,2,8,588,0,453,27270,0
000000000000001c,fffffffe,0,0,0,0,0,0
14,1,456,27480,0,7,528,0
14,fffffffe,0,0,0,0,0,0
15,1,454,27330,0,8,588,0
15,2,8,588,0,452,27210,0
15,fffffffe,0,0,0,0,0,0
11,1,453,27280,0,8,588,0
11,fffffffe,0,0,0,0,0,0
4,1,456,27450,0,11,768,0
4,2,11,768,0,454,27330,0
4,3,8,588,0,453,27270,0
4,fffffffe,0,0,0,0,0,0
000000000000000f,1,455,27390,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
17,1,454,27330,0,9,648,0
17,2,12,828,0,454,27330,0
17,fffffffe,0,0,0,0,0,0
000000000000000e,1,457,27520,0,8,588,0
000000000000000e,2,7,528,0,455,27390,0
000000000000000e,fffffffe,0,0,0,0,0,0
7,1,454,27330,0,11,768,0
7,2,454,27330,0,10,738,0
7,3,7,528,0,456,27480,0
7,4,7,528,0,456,27480,0
7,5,7,528,0,456,27480,0
7,fffffffe,0,0,0,0,0,0
9,1,455,27390,0,9,648,0
9,2,8,588,0,454,27330,0
9,fffffffe,0,0,0,0,0,0
000000000000000c,1,454,27330,0,11,768,0
000000000000000c,2,14,958,0,456,27450,0
000000000000000c,fffffffe,0,0,0,0,0,0
16,1,452,27210,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000d,1,456,27450,0,14,958,0
000000000000000d,2,10,708,0,454,27330,0
000000000000000d,3,8,588,0,457,27520,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000001b,1,50673763,3749850637,0,874,85195,0
000000000000001b,2,11,768,0,452,27210,0
000000000000001b,3,870,84955,0,50673761,3749850517,0
000000000000001b,fffffffe,0,0,0,0,0,0
6,1,50673738,3749848717,0,877,85375,0
6,2,10,738,0,454,27330,0
6,3,13,888,0,459,27630,0
6,4,875,85255,0,50673738,3749848717,0
6,fffffffe,0,0,0,0,0,0
8,1,459,27630,0,13,888,0
8,2,453,27270,0,8,588,0
8,3,9,648,0,455,27390,0
8,fffffffe,0,0,0,0,0,0
3,1,458,27588,0,14,930,0
3,2,877,85375,0,50673738,3749848717,0
3,3,11,768,0,456,27450,0
3,4,452,27210,0,11,768,0
3,5,50673286,3749821597,0,1318,111835,0
3,6,6,468,0,453,27270,0
3,fffffffe,0,0,0,0,0,0
19,1,10,708,0,453,27270,0
19,2,455,27390,0,11,768,0
19,fffffffe,0,0,0,0,0,0
2,1,459,27648,0,15,990,0
2,2,14,930,0,458,27588,0
2,fffffffe,0,0,0,0,0,0
1,1,15,990,0,459,27648,0
1,2,12,828,0,456,27450,0
1,fffffffe,0,0,0,0,0,0
10,1,454,27330,0,10,708,0
10,2,8,588,0,453,27280,0
10,fffffffe,0,0,0,0,0,0
18,1,9,648,0,454,27330,0
18,2,453,27270,0,10,708,0
18,fffffffe,0,0,0,0,0,0
13,1,456,27480,0,7,528,0
13,fffffffe,0,0,0,0,0,0
12,1,456,27480,0,7,528,0
12,fffffffe,0,0,0,0,0,0
7,1,459,27630,0,11,768,0
7,2,459,27630,0,10,738,0
7,3,7,528,0,461,27780,0
7,4,7,528,0,461,27780,0
7,5,7,528,0,461,27780,0
7,fffffffe,0,0,0,0,0,0
12,1,461,27780,0,7,528,0
12,fffffffe,0,0,0,0,0,0
18,1,9,648,0,459,27630,0
18,2,458,27570,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000000c,1,459,27630,0,11,768,0
000000000000000c,2,14,958,0,461,27750,0
000000000000000c,fffffffe,0,0,0,0,0,0
8,1,464,27930,0,13,888,0
8,2,458,27570,0,8,588,0
8,3,9,648,0,460,27690,0
8,fffffffe,0,0,0,0,0,0
17,1,459,27630,0,9,648,0
17,2,12,828,0,459,27630,0
17,fffffffe,0,0,0,0,0,0
4,1,461,27750,0,11,768,0
4,2,11,768,0,459,27630,0
4,3,8,588,0,458,27570,0
4,fffffffe,0,0,0,0,0,0
5,1,458,27570,0,8,588,0
5,2,8,588,0,458,27570,0
5,fffffffe,0,0,0,0,0,0
000000000000001b,1,51324871,3798032559,0,884,86215,0
000000000000001b,2,11,768,0,457,27510,0
000000000000001b,3,880,85975,0,51324869,3798032439,0
000000000000001b,fffffffe,0,0,0,0,0,0
6,1,51324876,3798032859,0,887,86395,0
6,2,10,738,0,459,27630,0
6,3,13,888,0,464,27930,0
6,4,885,86275,0,51324876,3798032859,0
6,fffffffe,0,0,0,0,0,0
19,1,10,708,0,458,27570,0
19,2,460,27690,0,11,768,0
19,fffffffe,0,0,0,0,0,0
13,1,461,27780,0,7,528,0
13,fffffffe,0,0,0,0,0,0
11,1,458,27580,0,8,588,0
11,fffffffe,0,0,0,0,0,0
14,1,461,27780,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000000b,1,461,27750,0,12,828,0
000000000000000b,2,11,768,0,457,27510,0
000000000000000b,3,11,768,0,459,27630,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000001c,1,457,27510,0,11,768,0
000000000000001c,2,8,588,0,458,27570,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000001a,1,51324871,3798032559,0,886,86365,0
000000000000001a,2,884,86215,0,51324871,3798032559,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000a,1,51324876,3798032859,0,885,86275,0
000000000000000a,2,886,86365,0,51324871,3798032559,0
000000000000000a,3,11,768,0,460,27690,0
000000000000000a,fffffffe,0,0,0,0,0,0
15,1,459,27630,0,8,588,0
15,2,8,588,0,457,27510,0
15,fffffffe,0,0,0,0,0,0
000000000000000d,1,461,27750,0,14,958,0
000000000000000d,2,10,708,0,459,27630,0
000000000000000d,3,8,588,0,462,27820,0
000000000000000d,fffffffe,0,0,0,0,0,0
10,1,459,27630,0,10,708,0
10,2,8,588,0,458,27580,0
10,fffffffe,0,0,0,0,0,0
16,1,457,27510,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000001d,1,458,27570,0,8,588,0
000000000000001d,2,459,27630,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
9,1,460,27690,0,9,648,0
9,2,8,588,0,459,27630,0
9,fffffffe,0,0,0,0,0,0
1,1,15,990,0,464,27948,0
1,2,12,828,0,461,27750,0
1,fffffffe,0,0,0,0,0,0
000000000000000e,1,462,27820,0,8,588,0
000000000000000e,2,7,528,0,460,27690,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000000f,1,460,27690,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
3,1,463,27888,0,14,930,0
3,2,887,86395,0,51324876,3798032859,0
3,3,11,768,0,461,27750,0
3,4,457,27510,0,11,768,0
3,5,51324419,3798005439,0,1333,113155,0
3,6,6,468,0,458,27570,0
3,fffffffe,0,0,0,0,0,0
2,1,464,27948,0,15,990,0
2,2,14,930,0,463,27888,0
2,fffffffe,0,0,0,0,0,0
000000000000001b,1,51943480,3843809523,0,895,87277,0
000000000000001b,2,11,768,0,462,27810,0
000000000000001b,3,891,87037,0,51943478,3843809403,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000001c,1,462,27810,0,11,768,0
000000000000001c,2,8,588,0,463,27870,0
000000000000001c,fffffffe,0,0,0,0,0,0
13,1,466,28080,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000000a,1,51943389,3843802719,0,896,87337,0
000000000000000a,2,897,87427,0,51943384,3843802419,0
000000000000000a,3,11,768,0,465,27990,0
000000000000000a,fffffffe,0,0,0,0,0,0
1,1,15,990,0,469,28248,0
1,2,12,828,0,466,28050,0
1,fffffffe,0,0,0,0,0,0
000000000000001d,1,463,27870,0,8,588,0
000000000000001d,2,464,27930,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,469,28248,0,15,990,0
2,2,14,930,0,468,28188,0
2,fffffffe,0,0,0,0,0,0
18,1,9,648,0,464,27930,0
18,2,463,27870,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000001a,1,51943480,3843809523,0,897,87427,0
000000000000001a,2,895,87277,0,51943480,3843809523,0
000000000000001a,fffffffe,0,0,0,0,0,0
4,1,466,28050,0,11,768,0
4,2,11,768,0,464,27930,0
4,3,8,588,0,463,27870,0
4,fffffffe,0,0,0,0,0,0
000000000000000e,1,467,28120,0,8,588,0
000000000000000e,2,7,528,0,465,27990,0
000000000000000e,fffffffe,0,0,0,0,0,0
8,1,469,28230,0,13,888,0
8,2,463,27870,0,8,588,0
8,3,9,648,0,465,27990,0
8,fffffffe,0,0,0,0,0,0
11,1,463,27880,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000f,1,465,27990,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
10,1,464,27930,0,10,708,0
10,2,8,588,0,463,27880,0
10,fffffffe,0,0,0,0,0,0
14,1,466,28080,0,7,528,0
14,fffffffe,0,0,0,0,0,0
3,1,468,28188,0,14,930,0
3,2,898,87457,0,51943277,3843794431,0
3,3,11,768,0,466,28050,0
3,4,462,27810,0,11,768,0
3,5,51942815,3843766711,0,1349,114517,0
3,6,6,468,0,463,27870,0
3,fffffffe,0,0,0,0,0,0
7,1,464,27930,0,11,768,0
7,2,464,27930,0,10,738,0
7,3,7,528,0,466,28080,0
7,4,7,528,0,466,28080,0
7,5,7,528,0,466,28080,0
7,fffffffe,0,0,0,0,0,0
19,1,10,708,0,463,27870,0
19,2,465,27990,0,11,768,0
19,fffffffe,0,0,0,0,0,0
6,1,51943277,3843794431,0,898,87457,0
6,2,10,738,0,464,27930,0
6,3,13,888,0,469,28230,0
6,4,896,87337,0,51943277,3843794431,0
6,fffffffe,0,0,0,0,0,0
000000000000000c,1,464,27930,0,11,768,0
000000000000000c,2,14,958,0,466,28050,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000000d,1,466,28050,0,14,958,0
000000000000000d,2,10,708,0,464,27930,0
000000000000000d,3,8,588,0,467,28120,0
000000000000000d,fffffffe,0,0,0,0,0,0
9,1,465,27990,0,9,648,0
9,2,8,588,0,464,27930,0
9,fffffffe,0,0,0,0,0,0
16,1,462,27810,0,8,588,0
16,fffffffe,0,0,0,0,0,0
5,1,463,27870,0,8,588,0
5,2,8,588,0,463,27870,0
5,fffffffe,0,0,0,0,0,0
000000000000000b,1,466,28050,0,12,828,0
000000000000000b,2,11,768,0,462,27810,0
000000000000000b,3,11,768,0,464,27930,0
000000000000000b,fffffffe,0,0,0,0,0,0
12,1,466,28080,0,7,528,0
12,fffffffe,0,0,0,0,0,0
15,1,464,27930,0,8,588,0
15,2,8,588,0,462,27810,0
15,fffffffe,0,0,0,0,0,0
17,1,464,27930,0,9,648,0
17,2,12,828,0,464,27930,0
17,fffffffe,0,0,0,0,0,0
5,1,468,28170,0,8,588,0
5,2,8,588,0,468,28170,0
5,fffffffe,0,0,0,0,0,0
11,1,468,28180,0,8,588,0
11,fffffffe,0,0,0,0,0,0
18,1,9,648,0,469,28230,0
18,2,468,28170,0,10,708,0
18,fffffffe,0,0,0,0,0,0
1,1,15,990,0,474,28548,0
1,2,12,828,0,471,28350,0
1,fffffffe,0,0,0,0,0,0
14,1,471,28380,0,7,528,0
14,fffffffe,0,0,0,0,0,0
6,1,52588176,3891516887,0,908,88477,0
6,2,10,738,0,469,28230,0
6,3,13,888,0,474,28530,0
6,4,906,88357,0,52588176,3891516887,0
6,fffffffe,0,0,0,0,0,0
000000000000001a,1,52588171,3891516587,0,907,88447,0
000000000000001a,2,905,88297,0,52588171,3891516587,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000b,1,471,28350,0,12,828,0
000000000000000b,2,11,768,0,467,28110,0
000000000000000b,3,11,768,0,469,28230,0
000000000000000b,fffffffe,0,0,0,0,0,0
4,1,471,28350,0,11,768,0
4,2,11,768,0,469,28230,0
4,3,8,588,0,468,28170,0
4,fffffffe,0,0,0,0,0,0
000000000000001d,1,468,28170,0,8,588,0
000000000000001d,2,469,28230,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
8,1,474,28530,0,13,888,0
8,2,468,28170,0,8,588,0
8,3,9,648,0,470,28290,0
8,fffffffe,0,0,0,0,0,0
000000000000000d,1,471,28350,0,14,958,0
000000000000000d,2,10,708,0,469,28230,0
000000000000000d,3,8,588,0,472,28420,0
000000000000000d,fffffffe,0,0,0,0,0,0
7,1,469,28230,0,11,768,0
7,2,469,28230,0,10,738,0
7,3,7,528,0,471,28380,0
7,4,7,528,0,471,28380,0
7,5,7,528,0,471,28380,0
7,fffffffe,0,0,0,0,0,0
3,1,473,28488,0,14,930,0
3,2,908,88477,0,52588176,3891516887,0
3,3,11,768,0,471,28350,0
3,4,467,28110,0,11,768,0
3,5,52587709,3891488867,0,1364,115837,0
3,6,6,468,0,468,28170,0
3,fffffffe,0,0,0,0,0,0
10,1,469,28230,0,10,708,0
10,2,8,588,0,468,28180,0
10,fffffffe,0,0,0,0,0,0
000000000000000f,1,470,28290,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
9,1,470,28290,0,9,648,0
9,2,8,588,0,469,28230,0
9,fffffffe,0,0,0,0,0,0
2,1,474,28548,0,15,990,0
2,2,14,930,0,473,28488,0
2,fffffffe,0,0,0,0,0,0
16,1,467,28110,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000e,1,472,28420,0,8,588,0
000000000000000e,2,7,528,0,470,28290,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001b,1,52588171,3891516587,0,905,88297,0
000000000000001b,2,11,768,0,467,28110,0
000000000000001b,3,901,88057,0,52588169,3891516467,0
000000000000001b,fffffffe,0,0,0,0,0,0
13,1,471,28380,0,7,528,0
13,fffffffe,0,0,0,0,0,0
15,1,469,28230,0,8,588,0
15,2,8,588,0,467,28110,0
15,fffffffe,0,0,0,0,0,0
000000000000000c,1,469,28230,0,11,768,0
000000000000000c,2,14,958,0,471,28350,0
000000000000000c,fffffffe,0,0,0,0,0,0
12,1,471,28380,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000001c,1,467,28110,0,11,768,0
000000000000001c,2,8,588,0,468,28170,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000000a,1,52588176,3891516887,0,906,88357,0
000000000000000a,2,907,88447,0,52588171,3891516587,0
000000000000000a,3,11,768,0,470,28290,0
000000000000000a,fffffffe,0,0,0,0,0,0
19,1,10,708,0,468,28170,0
19,2,470,28290,0,11,768,0
19,fffffffe,0,0,0,0,0,0
17,1,469,28230,0,9,648,0
17,2,12,828,0,469,28230,0
17,fffffffe,0,0,0,0,0,0
11,1,473,28480,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000c,1,474,28530,0,11,768,0
000000000000000c,2,14,958,0,476,28650,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000000b,1,476,28650,0,12,828,0
000000000000000b,2,11,768,0,472,28410,0
000000000000000b,3,11,768,0,474,28530,0
000000000000000b,fffffffe,0,0,0,0,0,0
9,1,475,28590,0,9,648,0
9,2,8,588,0,474,28530,0
9,fffffffe,0,0,0,0,0,0
000000000000001b,1,53236896,3939522135,0,916,89359,0
000000000000001b,2,11,768,0,472,28410,0
000000000000001b,3,912,89119,0,53236894,3939522015,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000d,1,476,28650,0,14,958,0
000000000000000d,2,10,708,0,474,28530,0
000000000000000d,3,8,588,0,477,28720,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000a,1,53236901,3939522435,0,917,89419,0
000000000000000a,2,918,89509,0,53236896,3939522135,0
000000000000000a,3,11,768,0,475,28590,0
000000000000000a,fffffffe,0,0,0,0,0,0
15,1,474,28530,0,8,588,0
15,2,8,588,0,472,28410,0
15,fffffffe,0,0,0,0,0,0
19,1,10,708,0,473,28470,0
19,2,475,28590,0,11,768,0
19,fffffffe,0,0,0,0,0,0
16,1,472,28410,0,8,588,0
16,fffffffe,0,0,0,0,0,0
13,1,476,28680,0,7,528,0
13,fffffffe,0,0,0,0,0,0
5,1,473,28470,0,8,588,0
5,2,8,588,0,473,28470,0
5,fffffffe,0,0,0,0,0,0
3,1,478,28788,0,14,930,0
3,2,919,89539,0,53236901,3939522435,0
3,3,11,768,0,476,28650,0
3,4,472,28410,0,11,768,0
3,5,53236429,3939494115,0,1380,117199,0
3,6,6,468,0,473,28470,0
3,fffffffe,0,0,0,0,0,0
1,1,15,990,0,479,28848,0
1,2,12,828,0,476,28650,0
1,fffffffe,0,0,0,0,0,0
000000000000000e,1,477,28720,0,8,588,0
000000000000000e,2,7,528,0,475,28590,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001c,1,472,28410,0,11,768,0
000000000000001c,2,8,588,0,473,28470,0
000000000000001c,fffffffe,0,0,0,0,0,0
14,1,476,28680,0,7,528,0
14,fffffffe,0,0,0,0,0,0
7,1,474,28530,0,11,768,0
7,2,474,28530,0,10,738,0
7,3,7,528,0,476,28680,0
7,4,7,528,0,476,28680,0
7,5,7,528,0,476,28680,0
7,fffffffe,0,0,0,0,0,0
4,1,476,28650,0,11,768,0
4,2,11,768,0,474,28530,0
4,3,8,588,0,473,28470,0
4,fffffffe,0,0,0,0,0,0
000000000000001a,1,53236896,3939522135,0,918,89509,0
000000000000001a,2,916,89359,0,53236896,3939522135,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000001d,1,473,28470,0,8,588,0
000000000000001d,2,474,28530,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
17,1,474,28530,0,9,648,0
17,2,12,828,0,474,28530,0
17,fffffffe,0,0,0,0,0,0
18,1,9,648,0,474,28530,0
18,2,473,28470,0,10,708,0
18,fffffffe,0,0,0,0,0,0
8,1,479,28830,0,13,888,0
8,2,473,28470,0,8,588,0
8,3,9,648,0,475,28590,0
8,fffffffe,0,0,0,0,0,0
6,1,53236901,3939522435,0,919,89539,0
6,2,10,738,0,474,28530,0
6,3,13,888,0,479,28830,0
6,4,917,89419,0,53236901,3939522435,0
6,fffffffe,0,0,0,0,0,0
000000000000000f,1,475,28590,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
12,1,476,28680,0,7,528,0
12,fffffffe,0,0,0,0,0,0
10,1,474,28530,0,10,708,0
10,2,8,588,0,473,28480,0
10,fffffffe,0,0,0,0,0,0
2,1,479,28848,0,15,990,0
2,2,14,930,0,478,28788,0
2,fffffffe,0,0,0,0,0,0
6,1,53741676,3976875715,0,929,90559,0
6,2,10,738,0,479,28830,0
6,3,13,888,0,484,29130,0
6,4,927,90439,0,53741676,3976875715,0
6,fffffffe,0,0,0,0,0,0
19,1,10,708,0,478,28770,0
19,2,480,28890,0,11,768,0
19,fffffffe,0,0,0,0,0,0
5,1,478,28770,0,8,588,0
5,2,8,588,0,478,28770,0
5,fffffffe,0,0,0,0,0,0
9,1,480,28890,0,9,648,0
9,2,8,588,0,479,28830,0
9,fffffffe,0,0,0,0,0,0
000000000000001b,1,53741671,3976875415,0,926,90379,0
000000000000001b,2,11,768,0,477,28710,0
000000000000001b,3,922,90139,0,53741669,3976875295,0
000000000000001b,fffffffe,0,0,0,0,0,0
1,1,15,990,0,484,29148,0
1,2,12,828,0,481,28950,0
1,fffffffe,0,0,0,0,0,0
000000000000000d,1,481,28950,0,14,958,0
000000000000000d,2,10,708,0,479,28830,0
000000000000000d,3,8,588,0,482,29020,0
000000000000000d,fffffffe,0,0,0,0,0,0
17,1,479,28830,0,9,648,0
17,2,12,828,0,479,28830,0
17,fffffffe,0,0,0,0,0,0
000000000000000c,1,479,28830,0,11,768,0
000000000000000c,2,14,958,0,481,28950,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000000f,1,480,28890,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
7,1,479,28830,0,11,768,0
7,2,479,28830,0,10,738,0
7,3,7,528,0,481,28980,0
7,4,7,528,0,481,28980,0
7,5,7,528,0,481,28980,0
7,fffffffe,0,0,0,0,0,0
3,1,483,29088,0,14,930,0
3,2,929,90559,0,53741676,3976875715,0
3,3,11,768,0,481,28950,0
3,4,477,28710,0,11,768,0
3,5,53741199,3976847095,0,1395,118519,0
3,6,6,468,0,478,28770,0
3,fffffffe,0,0,0,0,0,0
000000000000000a,1,53741676,3976875715,0,927,90439,0
000000000000000a,2,928,90529,0,53741671,3976875415,0
000000000000000a,3,11,768,0,480,28890,0
000000000000000a,fffffffe,0,0,0,0,0,0
14,1,481,28980,0,7,528,0
14,fffffffe,0,0,0,0,0,0
16,1,477,28710,0,8,588,0
16,fffffffe,0,0,0,0,0,0
11,1,478,28780,0,8,588,0
11,fffffffe,0,0,0,0,0,0
18,1,9,648,0,479,28830,0
18,2,478,28770,0,10,708,0
18,fffffffe,0,0,0,0,0,0
2,1,484,29148,0,15,990,0
2,2,14,930,0,483,29088,0
2,fffffffe,0,0,0,0,0,0
13,1,481,28980,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000001d,1,478,28770,0,8,588,0
000000000000001d,2,479,28830,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000001c,1,477,28710,0,11,768,0
000000000000001c,2,8,588,0,478,28770,0
000000000000001c,fffffffe,0,0,0,0,0,0
12,1,481,28980,0,7,528,0
12,fffffffe,0,0,0,0,0,0
15,1,479,28830,0,8,588,0
15,2,8,588,0,477,28710,0
15,fffffffe,0,0,0,0,0,0
000000000000000b,1,481,28950,0,12,828,0
000000000000000b,2,11,768,0,477,28710,0
000000000000000b,3,11,768,0,479,28830,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000001a,1,53741671,3976875415,0,928,90529,0
000000000000001a,2,926,90379,0,53741671,3976875415,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000e,1,482,29020,0,8,588,0
000000000000000e,2,7,528,0,480,28890,0
000000000000000e,fffffffe,0,0,0,0,0,0
8,1,484,29130,0,13,888,0
8,2,478,28770,0,8,588,0
8,3,9,648,0,480,28890,0
8,fffffffe,0,0,0,0,0,0
4,1,481,28950,0,11,768,0
4,2,11,768,0,479,28830,0
4,3,8,588,0,478,28770,0
4,fffffffe,0,0,0,0,0,0
10,1,479,28830,0,10,708,0
10,2,8,588,0,478,28780,0
10,fffffffe,0,0,0,0,0,0
18,1,9,648,0,484,29130,0
18,2,483,29070,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000000f,1,485,29190,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000000b,1,486,29250,0,12,828,0
000000000000000b,2,11,768,0,482,29010,0
000000000000000b,3,11,768,0,484,29130,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000c,1,484,29130,0,11,768,0
000000000000000c,2,14,958,0,486,29250,0
000000000000000c,fffffffe,0,0,0,0,0,0
3,1,488,29388,0,14,930,0
3,2,940,91621,0,54121746,4005000793,0
3,3,11,768,0,486,29250,0
3,4,482,29010,0,11,768,0
3,5,54121264,4004971873,0,1411,119881,0
3,6,6,468,0,483,29070,0
3,fffffffe,0,0,0,0,0,0
000000000000000d,1,486,29250,0,14,958,0
000000000000000d,2,10,708,0,484,29130,0
000000000000000d,3,8,588,0,487,29320,0
000000000000000d,fffffffe,0,0,0,0,0,0
9,1,485,29190,0,9,648,0
9,2,8,588,0,484,29130,0
9,fffffffe,0,0,0,0,0,0
13,1,486,29280,0,7,528,0
13,fffffffe,0,0,0,0,0,0
1,1,15,990,0,489,29448,0
1,2,12,828,0,486,29250,0
1,fffffffe,0,0,0,0,0,0
14,1,486,29280,0,7,528,0
14,fffffffe,0,0,0,0,0,0
6,1,54121746,4005000793,0,940,91621,0
6,2,10,738,0,484,29130,0
6,3,13,888,0,489,29430,0
6,4,938,91501,0,54121746,4005000793,0
6,fffffffe,0,0,0,0,0,0
000000000000001d,1,483,29070,0,8,588,0
000000000000001d,2,484,29130,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,489,29448,0,15,990,0
2,2,14,930,0,488,29388,0
2,fffffffe,0,0,0,0,0,0
000000000000001c,1,482,29010,0,11,768,0
000000000000001c,2,8,588,0,483,29070,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000001b,1,54121741,4005000493,0,937,91441,0
000000000000001b,2,11,768,0,482,29010,0
000000000000001b,3,933,91201,0,54121739,4005000373,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000e,1,487,29320,0,8,588,0
000000000000000e,2,7,528,0,485,29190,0
000000000000000e,fffffffe,0,0,0,0,0,0
17,1,484,29130,0,9,648,0
17,2,12,828,0,484,29130,0
17,fffffffe,0,0,0,0,0,0
000000000000001a,1,54121741,4005000493,0,939,91591,0
000000000000001a,2,937,91441,0,54121741,4005000493,0
000000000000001a,fffffffe,0,0,0,0,0,0
5,1,483,29070,0,8,588,0
5,2,8,588,0,483,29070,0
5,fffffffe,0,0,0,0,0,0
10,1,484,29130,0,10,708,0
10,2,8,588,0,483,29080,0
10,fffffffe,0,0,0,0,0,0
000000000000000a,1,54121746,4005000793,0,938,91501,0
000000000000000a,2,939,91591,0,54121741,4005000493,0
000000000000000a,3,11,768,0,485,29190,0
000000000000000a,fffffffe,0,0,0,0,0,0
19,1,10,708,0,483,29070,0
19,2,485,29190,0,11,768,0
19,fffffffe,0,0,0,0,0,0
8,1,489,29430,0,13,888,0
8,2,483,29070,0,8,588,0
8,3,9,648,0,485,29190,0
8,fffffffe,0,0,0,0,0,0
7,1,484,29130,0,11,768,0
7,2,484,29130,0,10,738,0
7,3,7,528,0,486,29280,0
7,4,7,528,0,486,29280,0
7,5,7,528,0,486,29280,0
7,fffffffe,0,0,0,0,0,0
15,1,484,29130,0,8,588,0
15,2,8,588,0,482,29010,0
15,fffffffe,0,0,0,0,0,0
11,1,483,29080,0,8,588,0
11,fffffffe,0,0,0,0,0,0
4,1,486,29250,0,11,768,0
4,2,11,768,0,484,29130,0
4,3,8,588,0,483,29070,0
4,fffffffe,0,0,0,0,0,0
16,1,482,29010,0,8,588,0
16,fffffffe,0,0,0,0,0,0
12,1,486,29280,0,7,528,0
12,fffffffe,0,0,0,0,0,0
15,1,489,29430,0,8,588,0
15,2,8,588,0,487,29310,0
15,fffffffe,0,0,0,0,0,0
14,1,491,29580,0,7,528,0
14,fffffffe,0,0,0,0,0,0
