datapath,in-port,eth-dst,out-port,packets,bytes,duration-sec,duration-nsec,flags
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,839,63000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1117510,752453666,839,32000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      50,    2824,839,71000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1117510,752453666,839,22000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      50,    2824,839,86000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1117510,752453666,839,29000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,839,74000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      51,    2866,849,50000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1135479,764557464,849,45000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1135479,764557464,849,44000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,849,62000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1135479,764557464,849,29000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,849,83000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1135479,764557464,849,40000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,849,67000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1135479,764557464,849,26000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      51,    2866,849,90000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1135479,764557464,849,33000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,849,78000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1135479,764557464,849,36000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      51,    2866,849,75000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1147456,772623498,859,41000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,859,68000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1147456,772623498,859,37000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      51,    2866,859,76000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      51,    2866,859,52000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1147456,772623498,859,47000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1147456,772623498,859,45000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,859,63000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1147456,772623498,859,34000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,859,79000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1147456,772623498,859,31000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      51,    2866,859,95000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1147456,772623498,859,34000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,859,88000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      51,    2866,869,56000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1166545,785475536,869,51000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1166545,785475536,869,41000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      51,    2866,869,80000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1166545,785475536,869,34000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,869,88000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1166545,785475536,869,31000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      51,    2866,869,95000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1166545,785475536,869,49000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,869,67000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1166545,785475536,869,38000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,869,83000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1166545,785475536,869,45000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,869,72000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      51,    2866,879,58000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1174882,791086290,879,53000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1174882,791086290,879,45000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      51,    2866,879,84000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1174882,791086290,879,35000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      51,    2866,879,99000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1174882,791086290,879,53000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,879,71000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1174882,791086290,879,49000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,879,76000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1174882,791086290,879,42000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,879,87000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1174882,791086290,879,38000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      51,    2866,879,92000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1191139,802034384,889,47000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      52,    2908,889,86000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1191139,802034384,889,51000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,889,78000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      52,    2908,889,63000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1191139,802034384,889,58000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1191139,802034384,889,47000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,889,92000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1191139,802034384,889,55000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,889,73000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1191139,802034384,889,49000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,889,103000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1191139,802034384,889,46000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      52,    2908,889,110000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1200959,808649924,899,52000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      52,    2908,899,91000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      52,    2908,899,68000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1200959,808649924,899,63000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1200959,808649924,899,60000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,899,78000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1200959,808649924,899,49000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,899,94000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1200959,808649924,899,42000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      52,    2908,899,106000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1200959,808649924,899,56000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,899,83000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1200959,808649924,899,45000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      52,    2908,899,99000000,0x0000
