datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
000000000000000b,       3,      92,   29208,       0,     309,   72384,       0,1049,873000000
000000000000000b,fffffffe,       0,       0,       0,     232,   79044,       0,1049,834000000
000000000000001b,       1,  106480,71514084,       0,      30,    5264,       0,1046,460000000
000000000000001b,       2,      60,   19392,       0,     327,   79950,       0,1046,476000000
000000000000001b,       3,      14,     920,       0,  106443,71502276,       0,1046,477000000
000000000000001b,fffffffe,       0,       0,       0,     227,   77334,       0,1046,463000000
0000000000000019,       1,      66,   20880,       0,     328,   80010,       0,1048,145000000
0000000000000019,       2,     379,   96606,       0,      21,    5772,       0,1048,145000000
0000000000000019,fffffffe,       0,       0,       0,     231,   78702,       0,1048,15000000
000000000000000f,       1,     392,  101616,       0,       1,      60,       0,1049,671000000
000000000000000f,fffffffe,       0,       0,       0,     230,   78360,       0,1049,645000000
0000000000000012,       1,     391,  101838,       0,       1,      60,       0,1049,297000000
0000000000000012,fffffffe,       0,       0,       0,     233,   79386,       0,1049,259000000
000000000000001d,       1,     385,   99222,       0,       3,     180,       0,1046,356000000
000000000000001d,       2,     396,  101856,       0,       7,     420,       0,1046,355000000
000000000000001d,fffffffe,       0,       0,       0,     226,   76992,       0,1046,339000000
000000000000000c,       1,     360,   89826,       0,      40,   11424,       0,1049,811000000
000000000000000c,       2,      79,   25326,       0,     313,   74316,       0,1049,812000000
000000000000000c,fffffffe,       0,       0,       0,     230,   78360,       0,1049,789000000
0000000000000016,       1,     383,   99666,       0,       3,     180,       0,1048,613000000
0000000000000016,fffffffe,       0,       0,       0,     233,   79386,       0,1048,597000000
0000000000000002,       1,      60,   19392,       0,     329,   81480,       0,1050,561000000
0000000000000002,       2,     385,   98376,       0,      16,    3780,       0,1050,539000000
0000000000000002,fffffffe,       0,       0,       0,     230,   78360,       0,1050,540000000
000000000000001a,       1,  106474,71511750,       0,      35,    6974,       0,1047,775000000
000000000000001a,       2,      83,   23390,       0,  106432,71497668,       0,1047,780000000
000000000000001a,fffffffe,       0,       0,       0,     230,   78360,       0,1046,553000000
0000000000000011,       1,     383,   99948,       0,       4,     240,       0,1049,384000000
0000000000000011,fffffffe,       0,       0,       0,     227,   77334,       0,1049,387000000
0000000000000009,       1,     379,   97452,       0,      18,    4464,       0,1049,953000000
0000000000000009,       2,      63,   20700,       0,     333,   82002,       0,1049,953000000
0000000000000009,fffffffe,       0,       0,       0,     233,   79386,       0,1049,938000000
0000000000000005,       1,     397,  103608,       0,       2,     120,       0,1050,109000000
0000000000000005,       2,     393,  101958,       0,       5,     300,       0,1050,124000000
0000000000000005,fffffffe,       0,       0,       0,     234,   79728,       0,1050,109000000
0000000000000013,       1,     390,  101214,       0,       1,      60,       0,1049,195000000
0000000000000013,fffffffe,       0,       0,       0,     232,   79044,       0,1049,155000000
0000000000000014,       1,     284,   95136,       0,     115,    6900,       0,1049,38000000
0000000000000014,fffffffe,       0,       0,       0,     234,   79728,       0,1048,751000000
0000000000000007,       1,  106254,71467812,       0,     265,   53768,       0,1050,10000000
0000000000000007,       2,     179,   55940,       0,  106342,71466324,       0,1050,10000000
0000000000000007,       3,      53,   17844,       0,     341,   84738,       0,1050,27000000
0000000000000007,       4,      54,   18186,       0,     340,   84114,       0,1050,12000000
0000000000000007,       5,     164,   23658,       0,     235,   78378,       0,1050,31000000
0000000000000007,fffffffe,       0,       0,       0,     235,   80070,       0,1050,13000000
0000000000000018,       1,      59,   19614,       0,     335,   82122,       0,1048,449000000
0000000000000018,       2,     380,   97794,       0,      17,    4122,       0,1048,254000000
0000000000000018,fffffffe,       0,       0,       0,     232,   79044,       0,1048,258000000
0000000000000015,       1,     387,  100470,       0,       8,    1890,       0,1048,639000000
0000000000000015,       2,      52,   16938,       0,     336,   83592,       0,1048,638000000
0000000000000015,fffffffe,       0,       0,       0,     231,   78702,       0,1048,642000000
0000000000000005,       1,     453,  121350,       0,       2,     120,       0,1060,53000000
0000000000000005,       2,     449,  119700,       0,       5,     300,       0,1060,68000000
0000000000000005,fffffffe,       0,       0,       0,     287,   97854,       0,1060,53000000
0000000000000003,       1,      75,   23958,       0,     386,   97308,       0,1060,333000000
0000000000000003,       2,     448,  118512,       0,       9,     540,       0,1060,335000000
0000000000000003,       3,     375,   89678,       0,  121171,81531962,       0,1060,334000000
0000000000000003,       4,     123,   38964,       0,     343,   81756,       0,1060,333000000
0000000000000003,       5,  121062,81500354,       0,     423,  105812,       0,1060,333000000
0000000000000003,       6,       0,       0,       0,     409,  104892,       0,1060,333000000
0000000000000003,fffffffe,       0,       0,       0,     286,   97512,       0,1060,336000000
000000000000001b,       1,  121507,81615608,       0,      35,    6674,       0,1056,401000000
000000000000001b,       2,      64,   20760,       0,     385,   98376,       0,1056,417000000
000000000000001b,       3,      15,     962,       0,  121477,81606194,       0,1056,418000000
000000000000001b,fffffffe,       0,       0,       0,     284,   96828,       0,1056,404000000
0000000000000013,       1,     446,  118956,       0,       1,      60,       0,1059,154000000
0000000000000013,fffffffe,       0,       0,       0,     284,   96828,       0,1059,114000000
0000000000000001,       1,     439,  117690,       0,       4,     240,       0,1060,647000000
0000000000000001,       2,     448,  120204,       0,       5,     300,       0,1060,538000000
0000000000000001,fffffffe,       0,       0,       0,     280,   95460,       0,1060,539000000
000000000000000f,       1,     451,  120666,       0,       1,      60,       0,1059,629000000
000000000000000f,fffffffe,       0,       0,       0,     286,   97512,       0,1059,603000000
0000000000000016,       1,     444,  119118,       0,       3,     180,       0,1058,571000000
0000000000000016,fffffffe,       0,       0,       0,     288,   98196,       0,1058,555000000
0000000000000011,       1,     443,  119340,       0,       4,     240,       0,1059,343000000
0000000000000011,fffffffe,       0,       0,       0,     284,   96828,       0,1059,346000000
000000000000000a,       1,  121496,81616154,       0,      89,   24014,       0,1059,874000000
000000000000000a,       2,     102,   29588,       0,  121476,81610724,       0,1059,873000000
000000000000000a,       3,      80,   25950,       0,     374,   93486,       0,1059,873000000
000000000000000a,fffffffe,       0,       0,       0,     284,   96828,       0,1059,854000000
0000000000000008,       1,     424,  109458,       0,      42,   11826,       0,1059,944000000
0000000000000008,       2,      60,   19110,       0,     395,  101232,       0,1059,944000000
0000000000000008,       3,      74,   23616,       0,     379,   96042,       0,1059,943000000
0000000000000008,fffffffe,       0,       0,       0,     285,   97170,       0,1059,924000000
000000000000000c,       1,     410,  105516,       0,      48,   14160,       0,1059,770000000
000000000000000c,       2,      87,   28062,       0,     364,   90348,       0,1059,770000000
000000000000000c,fffffffe,       0,       0,       0,     284,   96828,       0,1059,747000000
0000000000000012,       1,     448,  119922,       0,       1,      60,       0,1059,256000000
0000000000000012,fffffffe,       0,       0,       0,     286,   97512,       0,1059,218000000
0000000000000017,       1,     447,  119016,       0,       9,    2514,       0,1058,480000000
0000000000000017,       2,      59,   18204,       0,     402,  102780,       0,1058,479000000
0000000000000017,fffffffe,       0,       0,       0,     287,   97854,       0,1058,483000000
0000000000000014,       1,     335,  112578,       0,     120,    7200,       0,1058,996000000
0000000000000014,fffffffe,       0,       0,       0,     286,   97512,       0,1058,709000000
000000000000001a,       1,  121526,81627824,       0,      43,    9410,       0,1057,733000000
000000000000001a,       2,      90,   25484,       0,  121486,81614426,       0,1057,738000000
000000000000001a,fffffffe,       0,       0,       0,     284,   96828,       0,1056,511000000
0000000000000010,       1,     435,  115476,       0,      14,    3096,       0,1059,455000000
0000000000000010,       2,      60,   19392,       0,     389,  100872,       0,1059,487000000
0000000000000010,fffffffe,       0,       0,       0,     284,   96828,       0,1059,459000000
